setID	objID
105648	3836
105648	3837
105648	4000
105648	4001
105648	4137
105648	4836
105648	5062
105648	5317
105648	5533
105648	5580
105648	5588
105648	5682
105648	5683
105648	5684
105648	5686
105648	5687
105648	5688
105648	5689
105648	5690
105648	5691
105648	5692
105648	5694
105648	5695
105648	5696
105648	5698
105648	5699
105648	5700
105648	5701
105648	5704
105648	5705
105648	5706
105648	5707
105648	5708
105648	5709
105648	5710
105648	5711
105648	5713
105648	5714
105648	5715
105648	5716
105648	5717
105648	5718
105648	5721
105648	6304
105648	6709
105648	6868
105648	7027
105648	7082
105648	7124
105648	7132
105648	7157
105648	7186
105648	7314
105648	7431
105648	7529
105648	7532
105648	7533
105648	8717
105648	8737
105648	8743
105648	8772
105648	8795
105648	8837
105648	9414
105648	9500
105648	9861
105648	10000
105648	10059
105648	10134
105648	10971
105648	22985
105648	23198
105648	26060
105648	28988
105648	51765
105648	56616
105648	63967
105648	79658
105648	90249
105648	90427
105648	122706
105648	143471
105649	355
105649	356
105649	841
105649	843
105649	6868
105649	7124
105649	7132
105649	7186
105649	8717
105649	8737
105649	8743
105649	8772
105649	8795
105649	8837
105654	355
105654	356
105654	841
105654	7186
105654	8717
105654	8737
105654	8743
105654	8772
105654	8795
105654	8837
105656	207
105656	317
105656	331
105656	572
105656	578
105656	596
105656	598
105656	637
105656	836
105656	840
105656	841
105656	842
105656	1869
105656	2810
105656	3002
105656	4836
105656	5533
105656	7027
105656	7157
105656	7529
105656	7532
105656	7533
105656	10000
105656	10971
105656	56616
105656	90427
105658	207
105658	572
105658	596
105658	637
105658	1869
105658	2810
105658	5533
105658	7027
105658	7157
105658	7529
105658	7532
105658	7533
105658	10000
105658	10971
105658	90427
105659	207
105659	572
105659	596
105659	637
105659	2810
105659	5533
105659	7529
105659	7532
105659	7533
105659	10000
105659	10971
105677	118
105677	324
105677	329
105677	660
105677	836
105677	840
105677	841
105677	999
105677	1676
105677	1677
105677	1828
105677	1829
105677	1830
105677	1832
105677	2620
105677	2934
105677	3006
105677	3007
105677	3008
105677	3009
105677	3024
105677	3836
105677	3837
105677	4000
105677	4001
105677	4137
105677	5062
105677	5317
105677	5580
105677	5588
105677	6304
105677	6709
105677	7082
105677	7431
105677	9414
105677	10059
105677	10134
105677	22985
105677	28988
105677	51765
105677	63967
105678	118
105678	324
105678	329
105678	660
105678	836
105678	840
105678	841
105678	999
105678	1828
105678	1829
105678	1830
105678	1832
105678	2620
105678	2934
105678	4000
105678	4001
105678	4137
105678	5317
105678	5580
105678	5588
105678	6304
105678	6709
105678	7082
105678	7431
105678	9414
105678	10134
105678	22985
105678	28988
105678	51765
105678	63967
105679	118
105679	836
105679	840
105679	841
105679	2620
105679	2934
105679	4137
105679	6709
105679	7431
105679	28988
105682	836
105682	1676
105682	1677
105682	3006
105682	3007
105682	3008
105682	3009
105682	3024
105682	3836
105682	3837
105685	836
105685	842
105685	1612
105685	1613
105685	1630
105685	5062
105685	5682
105685	5683
105685	5684
105685	5686
105685	5687
105685	5688
105685	5689
105685	5690
105685	5691
105685	5692
105685	5694
105685	5695
105685	5696
105685	5698
105685	5699
105685	5700
105685	5701
105685	5704
105685	5705
105685	5706
105685	5707
105685	5708
105685	5709
105685	5710
105685	5711
105685	5713
105685	5714
105685	5715
105685	5716
105685	5717
105685	5718
105685	5721
105685	7314
105685	9500
105685	9861
105685	23198
105685	26060
105685	79658
105685	90249
105685	122706
105685	143471
105686	5062
105686	5682
105686	5683
105686	5684
105686	5686
105686	5687
105686	5688
105686	5689
105686	5690
105686	5691
105686	5692
105686	5694
105686	5695
105686	5696
105686	5698
105686	5699
105686	5700
105686	5701
105686	5704
105686	5705
105686	5706
105686	5707
105686	5708
105686	5709
105686	5710
105686	5711
105686	5713
105686	5714
105686	5715
105686	5716
105686	5717
105686	5718
105686	5721
105686	7314
105686	9861
105686	23198
105686	122706
105686	143471
105688	25
105688	27
105688	161
105688	163
105688	214
105688	286
105688	287
105688	288
105688	775
105688	779
105688	782
105688	783
105688	784
105688	971
105688	983
105688	1020
105688	1072
105688	1211
105688	1272
105688	1282
105688	1284
105688	1285
105688	1286
105688	1287
105688	1291
105688	1292
105688	1293
105688	1297
105688	1298
105688	1299
105688	1385
105688	1400
105688	1459
105688	1463
105688	1630
105688	1641
105688	1739
105688	1742
105688	1759
105688	1793
105688	1808
105688	1809
105688	1956
105688	2064
105688	2242
105688	2260
105688	2534
105688	2674
105688	2675
105688	2817
105688	2909
105688	2932
105688	3265
105688	3672
105688	3673
105688	3674
105688	3678
105688	3680
105688	3685
105688	3688
105688	3690
105688	3786
105688	3897
105688	3912
105688	3915
105688	3983
105688	3984
105688	4233
105688	4627
105688	4628
105688	4629
105688	4651
105688	4684
105688	4690
105688	4756
105688	4893
105688	4897
105688	4902
105688	5058
105688	5062
105688	5063
105688	5306
105688	5361
105688	5362
105688	5364
105688	5365
105688	5588
105688	5594
105688	5595
105688	5604
105688	5605
105688	5621
105688	5781
105688	5786
105688	5788
105688	5880
105688	5962
105688	6091
105688	6195
105688	6196
105688	6197
105688	6237
105688	6323
105688	6326
105688	6327
105688	6328
105688	6329
105688	6332
105688	6334
105688	6335
105688	6386
105688	6478
105688	6585
105688	6586
105688	6654
105688	6655
105688	6708
105688	6709
105688	6710
105688	6711
105688	6712
105688	6714
105688	6900
105688	7094
105688	7204
105688	7220
105688	7222
105688	7223
105688	7224
105688	7225
105688	7305
105688	7408
105688	7410
105688	7430
105688	7529
105688	7903
105688	8128
105688	8482
105688	8506
105688	8515
105688	8633
105688	8650
105688	8828
105688	8829
105688	8851
105688	8911
105688	8913
105688	8976
105688	8986
105688	9037
105688	9048
105688	9252
105688	9475
105688	9723
105688	9826
105688	9855
105688	9901
105688	10048
105688	10154
105688	10371
105688	10486
105688	10487
105688	10507
105688	10570
105688	10752
105688	23114
105688	23122
105688	23129
105688	23332
105688	23365
105688	23380
105688	23396
105688	24137
105688	26052
105688	27255
105688	27289
105688	27330
105688	51332
105688	51466
105688	54209
105688	55558
105688	55740
105688	55800
105688	56896
105688	56924
105688	56963
105688	57113
105688	57144
105688	57522
105688	57556
105688	57698
105688	57731
105688	59277
105688	64218
105688	64221
105688	79784
105688	80031
105688	80728
105688	84448
105688	90249
105688	91584
105688	116986
105688	131873
105688	137970
105688	148738
105688	256076
105688	284217
105688	285704
105688	375790
105689	775
105689	779
105689	782
105689	783
105689	784
105689	983
105689	1282
105689	1284
105689	1285
105689	1286
105689	1287
105689	1291
105689	1292
105689	1293
105689	1297
105689	1298
105689	1299
105689	1385
105689	1463
105689	2260
105689	2534
105689	2674
105689	2675
105689	3265
105689	4684
105689	4893
105689	4902
105689	5594
105689	5595
105689	5604
105689	5605
105689	5621
105689	5786
105689	6654
105689	6708
105689	6709
105689	6710
105689	6711
105689	6712
105689	6714
105689	6900
105689	7529
105689	7903
105689	8128
105689	8911
105689	8913
105689	9048
105689	9252
105689	51332
105689	57731
105689	131873
105689	256076
105689	375790
105697	775
105697	779
105697	782
105697	783
105697	784
105697	1282
105697	1284
105697	1285
105697	1286
105697	1287
105697	1291
105697	1292
105697	1293
105697	1297
105697	1298
105697	1299
105697	1463
105697	2674
105697	2675
105697	4684
105697	4902
105697	5621
105697	6900
105697	7903
105697	8128
105697	8911
105697	8913
105697	9048
105697	131873
105697	256076
105697	375790
105698	9
105698	10
105698	124
105698	125
105698	127
105698	130
105698	131
105698	191
105698	216
105698	217
105698	1312
105698	1543
105698	1544
105698	1545
105698	1548
105698	1557
105698	1558
105698	1559
105698	1565
105698	1571
105698	1573
105698	1576
105698	1577
105698	1579
105698	1580
105698	1581
105698	1582
105698	1583
105698	1586
105698	1588
105698	1589
105698	1591
105698	1592
105698	1593
105698	1594
105698	1595
105698	1836
105698	2326
105698	2327
105698	2328
105698	2686
105698	2687
105698	2729
105698	2730
105698	2937
105698	2938
105698	2939
105698	2940
105698	2941
105698	2944
105698	2947
105698	2949
105698	2950
105698	2953
105698	2954
105698	4051
105698	4128
105698	4129
105698	4143
105698	4257
105698	4258
105698	4259
105698	4548
105698	4552
105698	4837
105698	5443
105698	5740
105698	5742
105698	6783
105698	6799
105698	6817
105698	445329
105698	6820
105698	6822
105698	6916
105698	7172
105698	7358
105698	7360
105698	7363
105698	7364
105698	7365
105698	7366
105698	7367
105698	8529
105698	9060
105698	9061
105698	9420
105698	10249
105698	10720
105698	10858
105698	10861
105698	23169
105698	25830
105698	27233
105698	27284
105698	27306
105698	27430
105698	29785
105698	51000
105698	51302
105698	54498
105698	54575
105698	54577
105698	54579
105698	54600
105698	54658
105698	54905
105698	54988
105698	55748
105698	55902
105698	56603
105698	57834
105698	64816
105698	66002
105698	79017
105698	84532
105698	92292
105698	113612
105698	116285
105698	119391
105698	120227
105698	123876
105698	124975
105698	126410
105698	196743
105698	219970
105698	221357
105698	284541
105698	340665
105698	341392
105698	348158
105699	124
105699	125
105699	127
105699	130
105699	131
105699	216
105699	217
105699	1543
105699	1544
105699	1545
105699	1548
105699	1557
105699	1558
105699	1559
105699	1565
105699	1571
105699	1573
105699	1576
105699	1577
105699	1579
105699	1580
105699	1581
105699	1582
105699	1583
105699	1586
105699	1588
105699	1589
105699	1591
105699	1592
105699	1593
105699	1594
105699	1595
105699	2326
105699	2327
105699	2328
105699	4051
105699	4128
105699	4129
105699	5443
105699	5740
105699	5742
105699	6916
105699	8529
105699	9420
105699	10858
105699	29785
105699	51302
105699	54498
105699	54905
105699	55902
105699	56603
105699	57834
105699	64816
105699	66002
105699	84532
105699	113612
105699	120227
105699	126410
105699	196743
105699	284541
105699	340665
105700	1543
105700	1544
105700	1545
105700	1548
105700	1557
105700	1558
105700	1559
105700	1565
105700	1571
105700	1573
105700	1576
105700	1577
105700	1579
105700	1580
105700	1581
105700	1582
105700	1583
105700	1586
105700	1588
105700	1589
105700	1591
105700	1592
105700	1593
105700	1594
105700	1595
105700	4051
105700	5443
105700	5740
105700	6916
105700	8529
105700	9420
105700	10858
105700	29785
105700	51302
105700	54905
105700	56603
105700	57834
105700	64816
105700	66002
105700	113612
105700	120227
105700	126410
105700	284541
105700	340665
105701	1545
105701	1581
105701	1582
105701	1583
105701	1586
105701	1588
105701	1589
105701	1593
105701	1595
105701	5443
105701	5740
105701	9420
105701	10858
105701	51302
105703	1543
105703	1544
105703	1548
105703	1557
105703	1558
105703	1559
105703	1565
105703	1571
105703	1573
105703	1576
105703	1577
105703	29785
105703	54905
105703	64816
105706	1565
105706	1573
105706	1579
105706	1580
105706	4051
105706	8529
105706	57834
105706	66002
105706	126410
105706	284541
105707	1579
105707	1580
105707	1582
105707	4051
105707	5740
105707	6916
105707	8529
105707	57834
105707	66002
105707	126410
105707	284541
105709	1565
105709	1579
105709	1580
105709	4051
105709	8529
105709	29785
105709	54905
105709	57834
105709	64816
105709	113612
105709	126410
105709	284541
105721	9
105721	10
105721	191
105721	1312
105721	1544
105721	1836
105721	2686
105721	2687
105721	2729
105721	2730
105721	2937
105721	2938
105721	2939
105721	2940
105721	2941
105721	2944
105721	2947
105721	2949
105721	2950
105721	2953
105721	2954
105721	4143
105721	4257
105721	4258
105721	4259
105721	4548
105721	4552
105721	4837
105721	6783
105721	6799
105721	6817
105721	445329
105721	6820
105721	6822
105721	7172
105721	7358
105721	7360
105721	7363
105721	7364
105721	7365
105721	7366
105721	7367
105721	9060
105721	9061
105721	10249
105721	10720
105721	10861
105721	23169
105721	25830
105721	27233
105721	27284
105721	27306
105721	27430
105721	51000
105721	54575
105721	54577
105721	54579
105721	54600
105721	54658
105721	54988
105721	55748
105721	79017
105721	92292
105721	116285
105721	119391
105721	123876
105721	124975
105721	219970
105721	221357
105721	341392
105721	348158
105722	7358
105722	7360
105722	7363
105722	7364
105722	7365
105722	7366
105722	7367
105722	10720
105722	23169
105722	54575
105722	54577
105722	54579
105722	54600
105722	54658
105724	1836
105724	6783
105724	6799
105724	6817
105724	445329
105724	6820
105724	6822
105724	9060
105724	9061
105724	10861
105724	25830
105724	27233
105724	27284
105724	51000
105727	2686
105727	2687
105727	2729
105727	2730
105727	2937
105727	2938
105727	2939
105727	2940
105727	2941
105727	2944
105727	2947
105727	2949
105727	2950
105727	2953
105727	2954
105727	4257
105727	4258
105727	4259
105727	27306
105727	55748
105727	79017
105727	119391
105727	124975
105727	221357
105739	472
105739	545
105739	701
105739	891
105739	898
105739	983
105739	990
105739	991
105739	993
105739	995
105739	996
105739	1017
105739	1026
105739	1027
105739	1111
105739	3364
105739	4171
105739	4172
105739	4173
105739	4175
105739	4176
105739	4193
105739	4998
105739	4999
105739	5000
105739	5001
105739	5682
105739	5683
105739	5684
105739	5686
105739	5687
105739	5688
105739	5689
105739	5690
105739	5691
105739	5692
105739	5694
105739	5695
105739	5696
105739	5698
105739	5699
105739	5700
105739	5701
105739	5704
105739	5705
105739	5706
105739	5707
105739	5708
105739	5709
105739	5710
105739	5711
105739	5713
105739	5714
105739	5715
105739	5716
105739	5717
105739	5718
105739	5721
105739	5884
105739	5982
105739	5983
105739	5984
105739	5985
105739	6117
105739	6118
105739	6119
105739	7157
105739	7314
105739	7321
105739	7465
105739	8317
105739	8318
105739	8379
105739	8697
105739	8881
105739	9088
105739	9133
105739	9184
105739	9861
105739	10393
105739	10926
105739	11065
105739	11200
105739	23198
105739	23594
105739	23595
105739	29882
105739	29945
105739	51433
105739	51434
105739	51529
105739	55388
105739	63967
105739	64326
105739	84126
105739	84515
105739	122706
105739	143471
105739	144715
105739	246184
105740	472
105740	898
105740	993
105740	1017
105740	1026
105740	1027
105740	1111
105740	4193
105740	5682
105740	5683
105740	5684
105740	5686
105740	5687
105740	5688
105740	5689
105740	5690
105740	5691
105740	5692
105740	5694
105740	5695
105740	5696
105740	5698
105740	5699
105740	5700
105740	5701
105740	5704
105740	5705
105740	5706
105740	5707
105740	5708
105740	5709
105740	5710
105740	5711
105740	5713
105740	5714
105740	5715
105740	5716
105740	5717
105740	5718
105740	5721
105740	7157
105740	7314
105740	9861
105740	11200
105740	23198
105740	64326
105740	122706
105740	143471
105741	472
105741	898
105741	1017
105741	1026
105741	1027
105741	4193
105741	5682
105741	5683
105741	5684
105741	5686
105741	5687
105741	5688
105741	5689
105741	5690
105741	5691
105741	5692
105741	5694
105741	5695
105741	5696
105741	5698
105741	5699
105741	5700
105741	5701
105741	5704
105741	5705
105741	5706
105741	5707
105741	5708
105741	5709
105741	5710
105741	5711
105741	5713
105741	5714
105741	5715
105741	5716
105741	5717
105741	5718
105741	5721
105741	7157
105741	7314
105741	9861
105741	23198
105741	64326
105741	122706
105741	143471
105744	472
105744	4193
105744	5682
105744	5683
105744	5684
105744	5686
105744	5687
105744	5688
105744	5689
105744	5690
105744	5691
105744	5692
105744	5694
105744	5695
105744	5696
105744	5698
105744	5699
105744	5700
105744	5701
105744	5704
105744	5705
105744	5706
105744	5707
105744	5708
105744	5709
105744	5710
105744	5711
105744	5713
105744	5714
105744	5715
105744	5716
105744	5717
105744	5718
105744	5721
105744	7157
105744	7314
105744	9861
105744	23198
105744	64326
105744	122706
105744	143471
105747	472
105747	993
105747	1111
105747	5682
105747	5683
105747	5684
105747	5686
105747	5687
105747	5688
105747	5689
105747	5690
105747	5691
105747	5692
105747	5694
105747	5695
105747	5696
105747	5698
105747	5699
105747	5700
105747	5701
105747	5704
105747	5705
105747	5706
105747	5707
105747	5708
105747	5709
105747	5710
105747	5711
105747	5713
105747	5714
105747	5715
105747	5716
105747	5717
105747	5718
105747	5721
105747	7314
105747	9861
105747	11200
105747	23198
105747	122706
105747	143471
105750	472
105750	545
105750	891
105750	983
105750	990
105750	993
105750	995
105750	1017
105750	1111
105750	3364
105750	4171
105750	4172
105750	4173
105750	4175
105750	4176
105750	4998
105750	4999
105750	5000
105750	5001
105750	5884
105750	5982
105750	5983
105750	5984
105750	5985
105750	6117
105750	6118
105750	6119
105750	7465
105750	8317
105750	8318
105750	9088
105750	9133
105750	10926
105750	11200
105750	23594
105750	23595
105750	55388
105750	63967
105750	84126
105750	84515
105750	144715
105754	545
105754	990
105754	993
105754	995
105754	1017
105754	1111
105754	3364
105754	4171
105754	4172
105754	4173
105754	4175
105754	4176
105754	4998
105754	4999
105754	5000
105754	5001
105754	5884
105754	5982
105754	5983
105754	5984
105754	5985
105754	6117
105754	6118
105754	6119
105754	8317
105754	8318
105754	10926
105754	23594
105754	23595
105754	55388
105754	63967
105754	84126
105754	84515
105754	144715
105755	701
105755	991
105755	996
105755	7321
105755	8379
105755	8697
105755	8881
105755	9184
105755	10393
105755	11065
105755	29882
105755	29945
105755	51433
105755	51434
105755	51529
105755	246184
105763	701
105763	991
105763	996
105763	7321
105763	8697
105763	8881
105763	9184
105763	10393
105763	11065
105763	29882
105763	29945
105763	51433
105763	51434
105763	51529
105763	246184
105765	332
105765	595
105765	699
105765	701
105765	890
105765	891
105765	894
105765	896
105765	898
105765	902
105765	983
105765	984
105765	990
105765	991
105765	993
105765	994
105765	995
105765	996
105765	1017
105765	1019
105765	1021
105765	1022
105765	1026
105765	1027
105765	1030
105765	1032
105765	1058
105765	1060
105765	1062
105765	1063
105765	1069
105765	1453
105765	1459
105765	1639
105765	1719
105765	1763
105765	1778
105765	1781
105765	1859
105765	1869
105765	1870
105765	1871
105765	1875
105765	2033
105765	2237
105765	2305
105765	2491
105765	3012
105765	3065
105765	3619
105765	3796
105765	3978
105765	4000
105765	4001
105765	4149
105765	4171
105765	4172
105765	4173
105765	4175
105765	4176
105765	4218
105765	4331
105765	4605
105765	4609
105765	4659
105765	4660
105765	4751
105765	4926
105765	4927
105765	4928
105765	4957
105765	4998
105765	4999
105765	5000
105765	5001
105765	5108
105765	5111
105765	5116
105765	5347
105765	5422
105765	5425
105765	5426
105765	5427
105765	5501
105765	5519
105765	5525
105765	5526
105765	5528
105765	5529
105765	5557
105765	5566
105765	5577
105765	5578
105765	5579
105765	5594
105765	5595
105765	5682
105765	5683
105765	5684
105765	5686
105765	5687
105765	5688
105765	5689
105765	5690
105765	5691
105765	5692
105765	5694
105765	5695
105765	5696
105765	5698
105765	5699
105765	5700
105765	5701
105765	5704
105765	5705
105765	5706
105765	5707
105765	5708
105765	5709
105765	5710
105765	5711
105765	5713
105765	5714
105765	5715
105765	5716
105765	5717
105765	5718
105765	5721
105765	5885
105765	5903
105765	5905
105765	5925
105765	5933
105765	5934
105765	5981
105765	5982
105765	5983
105765	5984
105765	5985
105765	6117
105765	6118
105765	6119
105765	6249
105765	6396
105765	6502
105765	6790
105765	7027
105765	7029
105765	7084
105765	7112
105765	7153
105765	7175
105765	7283
105765	7298
105765	7314
105765	7321
105765	7443
105765	7444
105765	7465
105765	7514
105765	7532
105765	7840
105765	8021
105765	8086
105765	8317
105765	8318
105765	8340
105765	8342
105765	8348
105765	8379
105765	8481
105765	8548
105765	8556
105765	8615
105765	8636
105765	8697
105765	8815
105765	8881
105765	8900
105765	8945
105765	8970
105765	9088
105765	9126
105765	9133
105765	9183
105765	9184
105765	9212
105765	9493
105765	9631
105765	9662
105765	9663
105765	9688
105765	9700
105765	9702
105765	9735
105765	9738
105765	9793
105765	9814
105765	9818
105765	9837
105765	9861
105765	100101267
105765	9918
105765	9972
105765	10051
105765	10112
105765	10121
105765	10133
105765	10142
105765	10393
105765	10403
105765	10540
105765	10592
105765	10714
105765	10726
105765	10733
105765	10735
105765	10762
105765	10783
105765	10806
105765	10844
105765	10926
105765	11004
105765	11064
105765	11065
105765	11097
105765	11116
105765	11130
105765	11190
105765	11258
105765	22919
105765	22981
105765	22994
105765	22995
105765	23047
105765	23063
105765	23122
105765	23133
105765	23141
105765	23165
105765	23175
105765	23198
105765	23225
105765	23244
105765	23279
105765	23291
105765	23310
105765	23332
105765	23397
105765	23399
105765	23421
105765	23511
105765	23592
105765	23594
105765	23595
105765	23649
105765	25836
105765	25909
105765	25936
105765	26003
105765	26271
105765	27229
105765	29781
105765	29882
105765	29945
105765	51053
105765	51343
105765	51433
105765	51434
105765	51529
105765	51659
105765	53371
105765	54821
105765	54892
105765	54908
105765	55055
105765	55125
105765	55142
105765	55143
105765	55166
105765	55388
105765	55722
105765	55746
105765	55835
105765	55844
105765	55920
105765	55957
105765	57082
105765	57122
105765	57405
105765	57551
105765	64105
105765	64151
105765	64689
105765	64900
105765	64946
105765	79019
105765	79023
105765	79172
105765	79648
105765	79682
105765	79866
105765	79902
105765	79959
105765	79980
105765	80152
105765	80184
105765	80254
105765	80321
105765	81565
105765	81620
105765	81929
105765	81930
105765	83540
105765	84131
105765	84296
105765	84515
105765	84643
105765	84930
105765	84962
105765	85378
105765	91687
105765	91754
105765	95681
105765	113130
105765	114799
105765	121441
105765	122706
105765	129401
105765	132660
105765	140609
105765	143471
105765	147841
105765	151246
105765	151648
105765	157570
105765	220134
105765	221496
105765	246184
105765	255626
105765	286826
105765	348235
105765	348995
105765	387893
105765	474381
105766	595
105766	894
105766	896
105766	902
105766	1019
105766	1021
105766	1022
105766	1026
105766	1027
105766	1030
105766	1032
105766	1869
105766	1870
105766	1871
105766	1875
105766	4331
105766	5519
105766	5925
105766	5933
105766	5934
105766	6502
105766	7027
105766	7029
105766	7314
105769	890
105769	891
105769	898
105769	902
105769	983
105769	990
105769	993
105769	1017
105769	1022
105769	1026
105769	1027
105769	1719
105769	1869
105769	4149
105769	4171
105769	4172
105769	4173
105769	4175
105769	4176
105769	4331
105769	4609
105769	4998
105769	4999
105769	5000
105769	5001
105769	5111
105769	5422
105769	5426
105769	5427
105769	5519
105769	5557
105769	5682
105769	5683
105769	5684
105769	5686
105769	5687
105769	5688
105769	5689
105769	5690
105769	5691
105769	5692
105769	5694
105769	5695
105769	5696
105769	5698
105769	5699
105769	5700
105769	5701
105769	5704
105769	5705
105769	5706
105769	5707
105769	5708
105769	5709
105769	5710
105769	5711
105769	5713
105769	5714
105769	5715
105769	5716
105769	5717
105769	5718
105769	5721
105769	5925
105769	6117
105769	6118
105769	6119
105769	6502
105769	7027
105769	7084
105769	7298
105769	7314
105769	7465
105769	8317
105769	8318
105769	8900
105769	9088
105769	9861
105769	10926
105769	23594
105769	23595
105769	23649
105769	26271
105769	55388
105769	81620
105769	84515
105771	890
105771	898
105771	1017
105771	1026
105771	1027
105771	5682
105771	5683
105771	5684
105771	5686
105771	5687
105771	5688
105771	5689
105771	5690
105771	5691
105771	5692
105771	5694
105771	5695
105771	5696
105771	5698
105771	5699
105771	5700
105771	5701
105771	5704
105771	5705
105771	5706
105771	5707
105771	5708
105771	5709
105771	5710
105771	5711
105771	5713
105771	5714
105771	5715
105771	5716
105771	5717
105771	5718
105771	5721
105771	6502
105771	7314
105771	8900
105771	9861
105776	898
105776	983
105776	990
105776	993
105776	1719
105776	1869
105776	4998
105776	5111
105776	5422
105776	7027
105776	7084
105776	7298
105776	8318
105776	8900
105776	26271
105776	81620
105777	990
105777	1017
105777	4171
105777	4172
105777	4173
105777	4175
105777	4176
105777	4998
105777	4999
105777	5000
105777	5001
105777	5422
105777	5426
105777	5427
105777	5557
105777	6117
105777	6118
105777	6119
105777	8317
105777	8318
105777	10926
105777	23594
105777	23595
105777	23649
105777	55388
105777	81620
105777	84515
105778	891
105778	898
105778	983
105778	990
105778	993
105778	1719
105778	1869
105778	4998
105778	4999
105778	5000
105778	5001
105778	5111
105778	5422
105778	5519
105778	5557
105778	5925
105778	7027
105778	7084
105778	7298
105778	8318
105778	8900
105778	23594
105778	23595
105778	23649
105778	26271
105778	81620
105778	84515
105781	891
105781	983
105781	993
105781	4998
105781	4999
105781	5000
105781	5001
105781	23594
105781	23595
105781	84515
105782	595
105782	890
105782	898
105782	902
105782	990
105782	993
105782	994
105782	1017
105782	1019
105782	1022
105782	1026
105782	1027
105782	1763
105782	2237
105782	3978
105782	4149
105782	4171
105782	4172
105782	4173
105782	4175
105782	4176
105782	4331
105782	4609
105782	4998
105782	4999
105782	5000
105782	5001
105782	5111
105782	5422
105782	5425
105782	5426
105782	5427
105782	5557
105782	5682
105782	5683
105782	5684
105782	5686
105782	5687
105782	5688
105782	5689
105782	5690
105782	5691
105782	5692
105782	5694
105782	5695
105782	5696
105782	5698
105782	5699
105782	5700
105782	5701
105782	5704
105782	5705
105782	5706
105782	5707
105782	5708
105782	5709
105782	5710
105782	5711
105782	5713
105782	5714
105782	5715
105782	5716
105782	5717
105782	5718
105782	5721
105782	5885
105782	5925
105782	5981
105782	5982
105782	5983
105782	5984
105782	5985
105782	6117
105782	6118
105782	6119
105782	6502
105782	7314
105782	7465
105782	8318
105782	8900
105782	9126
105782	9837
105782	9861
105782	10714
105782	10735
105782	23047
105782	23063
105782	23198
105782	23244
105782	23594
105782	23595
105782	23649
105782	51343
105782	51659
105782	81620
105782	84296
105782	84515
105782	113130
105782	114799
105782	122706
105782	143471
105782	157570
105783	890
105783	898
105783	902
105783	993
105783	994
105783	1017
105783	1022
105783	1026
105783	1027
105783	4149
105783	4331
105783	4609
105783	5682
105783	5683
105783	5684
105783	5686
105783	5687
105783	5688
105783	5689
105783	5690
105783	5691
105783	5692
105783	5694
105783	5695
105783	5696
105783	5698
105783	5699
105783	5700
105783	5701
105783	5704
105783	5705
105783	5706
105783	5707
105783	5708
105783	5709
105783	5710
105783	5711
105783	5713
105783	5714
105783	5715
105783	5716
105783	5717
105783	5718
105783	5721
105783	5925
105783	6502
105783	7314
105783	7465
105783	8900
105783	9861
105783	51343
105784	890
105784	990
105784	1017
105784	1026
105784	1027
105784	1763
105784	2237
105784	3978
105784	4171
105784	4172
105784	4173
105784	4175
105784	4176
105784	4998
105784	4999
105784	5000
105784	5001
105784	5111
105784	5422
105784	5425
105784	5426
105784	5427
105784	5557
105784	5682
105784	5683
105784	5684
105784	5686
105784	5687
105784	5688
105784	5689
105784	5690
105784	5691
105784	5692
105784	5694
105784	5695
105784	5696
105784	5698
105784	5699
105784	5700
105784	5701
105784	5704
105784	5705
105784	5706
105784	5707
105784	5708
105784	5709
105784	5710
105784	5711
105784	5713
105784	5714
105784	5715
105784	5716
105784	5717
105784	5718
105784	5721
105784	5925
105784	5981
105784	5982
105784	5983
105784	5984
105784	5985
105784	6117
105784	6118
105784	6119
105784	7314
105784	8318
105784	8900
105784	9837
105784	9861
105784	10714
105784	23198
105784	23594
105784	23595
105784	23649
105784	51343
105784	51659
105784	81620
105784	84296
105784	84515
105784	122706
105784	143471
105788	990
105788	1017
105788	5682
105788	5683
105788	5684
105788	5686
105788	5687
105788	5688
105788	5689
105788	5690
105788	5691
105788	5692
105788	5694
105788	5695
105788	5696
105788	5698
105788	5699
105788	5700
105788	5701
105788	5704
105788	5705
105788	5706
105788	5707
105788	5708
105788	5709
105788	5710
105788	5711
105788	5713
105788	5714
105788	5715
105788	5716
105788	5717
105788	5718
105788	5721
105788	7314
105788	9861
105788	23198
105788	122706
105788	143471
105789	1763
105789	2237
105789	3978
105789	4171
105789	4172
105789	4173
105789	4175
105789	4176
105789	5111
105789	5422
105789	5425
105789	5557
105789	5981
105789	5982
105789	5983
105789	5984
105789	5985
105789	6117
105789	6118
105789	6119
105789	8318
105789	9837
105789	10714
105789	23649
105789	51659
105789	84296
105789	84515
105790	4171
105790	4172
105790	4173
105790	4175
105790	4176
105790	8318
105790	9837
105790	51659
105790	84296
105790	84515
105791	5111
105791	5422
105791	5425
105791	5557
105791	5981
105791	5982
105791	5983
105791	5984
105791	5985
105791	10714
105791	23649
105793	1763
105793	2237
105793	3978
105793	5111
105793	5422
105793	5425
105793	5557
105793	5981
105793	5982
105793	5983
105793	5984
105793	5985
105793	6117
105793	6118
105793	6119
105793	10714
105793	23649
105794	1763
105794	2237
105794	3978
105794	5111
105794	5422
105794	5425
105794	5557
105794	6117
105794	6118
105794	6119
105794	10714
105794	23649
105795	1763
105795	2237
105795	5111
105795	5422
105795	5425
105795	5557
105795	6117
105795	6118
105795	6119
105795	10714
