setID	objID
82984	9956
82984	9957
82984	26035
82984	26229
82984	64131
82984	64132
82984	64579
82986	217
82986	219
82986	223
82986	224
82986	231
82986	1056
82986	1606
82986	1607
82986	1608
82986	1609
82986	2710
82986	2712
82986	2717
82986	3990
82986	4023
82986	5406
82986	8513
82986	8525
82986	8526
82986	8527
82986	8611
82986	8612
82986	8613
82986	8694
82986	9162
82986	9388
82986	9663
82986	10327
82986	10554
82986	10555
82986	11343
82986	23175
82986	26007
82986	55750
82986	56894
82986	56895
82986	57016
82986	57104
82986	57678
82986	64900
82986	80339
82986	84649
82986	84803
82986	119548
82986	129642
82986	132158
82986	154141
82986	160851
82986	253558
82986	346606
82987	3612
82987	3613
82987	3628
82987	3631
82987	3632
82987	3633
82987	3635
82987	3636
82987	3705
82987	3706
82987	3707
82987	4329
82987	4534
82987	4952
82987	5286
82987	5287
82987	5288
82987	5289
82987	5290
82987	5291
82987	5293
82987	5294
82987	5297
82987	5298
82987	5305
82987	5330
82987	5331
82987	5332
82987	5333
82987	5336
82987	5728
82987	7167
82987	8394
82987	8395
82987	8396
82987	8821
82987	8867
82987	8871
82987	9562
82987	10423
82987	23236
82987	23396
82987	51196
82987	51477
82987	51763
82987	55300
82987	55361
82987	55586
82987	56623
82987	64768
82987	79837
82987	80271
82987	84812
82987	89869
82987	138429
82987	200576
82987	253430
82988	2822
82988	5277
82988	5279
82988	5281
82988	5283
82988	8733
82988	9487
82988	9488
82988	10026
82988	23556
82988	51227
82988	51604
82988	54872
82988	54965
82988	55650
82988	80055
82988	80235
82988	84720
82988	93183
82988	94005
82988	128869
82988	284098
82989	43
82989	1040
82989	1103
82989	1119
82989	1120
82989	1606
82989	1607
82989	1608
82989	1609
82989	2819
82989	2820
82989	5319
82989	5320
82989	5321
82989	5322
82989	5337
82989	5338
82989	5833
82989	6901
82989	8398
82989	8399
82989	8443
82989	8525
82989	8526
82989	8527
82989	8605
82989	8611
82989	8612
82989	8613
82989	100137049
82989	8760
82989	9162
82989	9468
82989	9489
82989	9663
82989	9791
82989	9926
82989	10162
82989	10390
82989	10400
82989	10423
82989	10554
82989	10555
82989	10908
82989	11145
82989	11313
82989	23171
82989	23175
82989	23646
82989	23659
82989	26279
82989	30814
82989	50487
82989	54947
82989	55224
82989	55500
82989	56894
82989	56895
82989	56985
82989	56994
82989	57678
82989	64600
82989	64850
82989	64900
82989	79143
82989	79888
82989	81490
82989	81579
82989	84647
82989	84803
82989	122618
82989	123745
82989	129642
82989	151056
82989	154141
82989	160851
82989	162466
82989	253558
82989	254531
82989	255189
82989	283748
82989	375775
82990	5049
82990	5050
82990	5051
82990	5168
82990	5319
82990	5320
82990	5321
82990	5322
82990	5337
82990	5338
82990	7941
82990	8398
82990	8399
82990	8540
82990	8605
82990	8611
82990	8612
82990	8613
82990	100137049
82990	10390
82990	11145
82990	23646
82990	26279
82990	30814
82990	50487
82990	54947
82990	56994
82990	64600
82990	79888
82990	81579
82990	84647
82990	122618
82990	123745
82990	151056
82990	254531
82990	255189
82990	283748
82991	239
82991	240
82991	242
82991	246
82991	247
82991	873
82991	874
82991	1557
82991	1558
82991	1559
82991	1571
82991	1573
82991	1579
82991	2053
82991	2686
82991	2687
82991	2876
82991	2878
82991	2880
82991	4048
82991	4051
82991	4056
82991	5319
82991	5320
82991	5321
82991	5322
82991	5730
82991	5740
82991	5742
82991	5743
82991	6916
82991	8398
82991	8399
82991	8529
82991	8605
82991	8644
82991	100137049
82991	9536
82991	11145
82991	26279
82991	27306
82991	30814
82991	50487
82991	64600
82991	80142
82991	81579
82991	84647
82991	113612
82991	123745
82991	124975
82991	127281
82991	151056
82991	255189
82991	257202
82991	283748
82991	493869
82992	246
82992	1544
82992	1557
82992	1558
82992	1559
82992	1571
82992	1573
82992	1576
82992	5319
82992	5320
82992	5321
82992	5322
82992	8398
82992	8399
82992	8605
82992	100137049
82992	11145
82992	26279
82992	30814
82992	50487
82992	64600
82992	81579
82992	84647
82992	123745
82992	151056
82992	255189
82992	283748
82993	30
82993	51
82993	5319
82993	5320
82993	5321
82993	5322
82993	8310
82993	8398
82993	8399
82993	8605
82993	100137049
82993	9415
82993	11145
82993	26279
82993	30814
82993	50487
82993	64600
82993	81579
82993	84647
82993	123745
82993	151056
82993	255189
82993	283748
82994	410
82994	427
82994	2531
82994	2581
82994	2629
82994	2717
82994	2720
82994	4758
82994	4759
82994	6609
82994	6610
82994	7357
82994	7368
82994	8560
82994	8611
82994	8612
82994	8613
82994	8877
82994	8879
82994	9331
82994	9514
82994	9517
82994	10558
82994	10825
82994	29956
82994	55304
82994	55331
82994	55512
82994	55627
82994	56848
82994	57704
82994	64781
82994	79603
82994	81537
82994	91012
82994	123099
82994	125981
82994	129807
82994	130367
82994	166929
82994	204219
82994	253782
82994	259230
82994	339221
82994	340485
82995	2523
82995	2524
82995	2525
82995	2527
82995	2528
82995	2529
82995	2683
82995	6489
82995	8702
82995	8703
82995	8704
82995	8707
82995	8708
82995	10317
82995	10331
82995	10678
82995	10690
82995	11041
82995	79369
82995	84002
82996	2523
82996	2524
82996	2717
82996	3073
82996	3074
82996	4668
82996	6482
82996	6483
82996	6489
82996	8706
82996	10317
82996	10690
82996	26301
82996	53947
82997	2583
82997	2720
82997	3073
82997	3074
82997	6482
82997	6483
82997	6489
82997	8705
82997	8869
82997	9197
82997	27090
82997	29906
82997	30815
82997	81849
82998	31
82998	32
82998	38
82998	39
82998	98
82998	217
82998	219
82998	223
82998	224
82998	231
82998	1737
82998	1738
82998	2271
82998	2739
82998	3029
82998	3939
82998	3948
82998	4190
82998	4191
82998	4199
82998	4200
82998	5091
82998	5105
82998	5106
82998	5160
82998	5161
82998	5162
82998	5313
82998	5315
82998	10873
82998	55902
82998	57016
82998	84532
82998	92483
82998	134526
82998	160287
82998	197257
83002	38
83002	39
83002	48
83002	189
83002	847
83002	1431
83002	2653
83002	2752
83002	4190
83002	4191
83002	4594
83002	5095
83002	5096
83002	6470
83002	51179
83002	54363
83002	81888
83002	84693
83002	112817
83002	125061
83002	132158
83004	18
83004	31
83004	32
83004	34
83004	38
83004	39
83004	217
83004	219
83004	223
83004	224
83004	1892
83004	1962
83004	3030
83004	3939
83004	3948
83004	4329
83004	4594
83004	5095
83004	5096
83004	8802
83004	8803
83004	23417
83004	26275
83004	55902
83004	79611
83004	84532
83004	84693
83004	92483
83004	160287
83007	18
83007	35
83007	38
83007	39
83007	622
83007	1892
83007	1962
83007	2572
83007	3030
83007	3033
83007	3155
83007	3158
83007	5019
83007	6296
83007	7915
83007	54988
83007	65985
83007	79944
83007	116285
83007	123876
83007	341392
83007	348158
83008	275
83008	471
83008	1719
83008	2618
83008	4522
83008	4524
83008	4548
83008	6470
83008	7298
83008	100528021
83008	10797
83008	10840
83008	10841
83008	25902
83008	123263
83008	160428
83008	200895
83008	441024
83012	53
83012	54
83012	55
83012	645
83012	5167
83012	5169
83012	7299
83012	51205
83012	80308
83012	93650
83014	316
83014	683
83014	952
83014	4837
83014	4860
83014	4907
83014	5167
83014	5169
83014	10135
83014	22978
83014	23057
83014	23475
83014	23530
83014	27231
83014	30833
83014	51251
83014	54981
83014	55191
83014	64802
83014	65220
83014	83594
83014	84618
83014	100526794
83014	93100
83014	115024
83014	349565
83015	586
83015	587
83015	1806
83015	1807
83015	5167
83015	5169
83015	8875
83015	8876
83015	51733
83015	53354
83015	55229
83015	60490
83015	60496
83015	79646
83015	79717
83015	80025
83015	80347
83018	248
83018	249
83018	250
83018	251
83018	1719
83018	2356
83018	2643
83018	4338
83018	5805
83018	5860
83018	6697
83018	8836
83018	200895
83020	124
83020	125
83020	127
83020	128
83020	130
83020	131
83020	216
83020	316
83020	1543
83020	1544
83020	1548
83020	1558
83020	1559
83020	1576
83020	1577
83020	1579
83020	1592
83020	5959
83020	6121
83020	7363
83020	7364
83020	7365
83020	7366
83020	7367
83020	8228
83020	8608
83020	8630
83020	8694
83020	8854
83020	9227
83020	9249
83020	10170
83020	10720
83020	29785
83020	50700
83020	51109
83020	53630
83020	54575
83020	54577
83020	54579
83020	54600
83020	54658
83020	54884
83020	56603
83020	79799
83020	145226
83020	157506
83020	158835
83020	195814
83020	340665
83021	210
83021	211
83021	212
83021	644
83021	645
83021	1352
83021	1355
83021	1356
83021	1371
83021	2058
83021	2235
83021	3052
83021	3145
83021	3162
83021	3163
83021	5498
83021	7363
83021	7364
83021	7365
83021	7366
83021	7367
83021	7389
83021	7390
83021	10720
83021	54575
83021	54577
83021	54579
83021	54600
83021	54658
83021	79799
83021	94033
83021	124454
83021	326625
83022	38
83022	39
83022	2224
83022	3156
83022	3158
83022	3422
83022	4597
83022	4598
83022	9453
83022	9986
83022	10269
83022	10654
83022	23463
83022	23590
83022	51449
83025	759
83025	760
83025	761
83025	762
83025	763
83025	765
83025	768
83025	771
83025	1373
83025	2746
83025	2752
83025	11238
83025	23632
83025	377677
83030	16
83030	1615
83030	2058
83030	2193
83030	2617
83030	3035
83030	3376
83030	3735
83030	4141
83030	4677
83030	5188
83030	5917
83030	6301
83030	6897
83030	7407
83030	7453
83030	8565
83030	10056
83030	10352
83030	10667
83030	23395
83030	23438
83030	25973
83030	51067
83030	51091
83030	51520
83030	54938
83030	55157
83030	55278
83030	55699
83030	57176
83030	57505
83030	79587
83030	79731
83030	80222
83030	92935
83030	123263
83030	123283
83030	124454
83030	283459
83031	124
83031	125
83031	127
83031	128
83031	130
83031	131
83031	218
83031	220
83031	222
83031	873
83031	874
83031	1109
83031	1543
83031	1544
83031	1545
83031	1548
83031	1559
83031	1565
83031	1571
83031	1576
83031	1577
83031	1645
83031	1646
83031	2052
83031	2938
83031	2939
83031	2940
83031	2941
83031	2944
83031	2947
83031	2949
83031	2950
83031	2953
83031	3290
83031	4257
83031	4258
83031	4259
83031	6822
83031	7363
83031	7364
83031	7365
83031	7366
83031	7367
83031	8574
83031	10720
83031	22977
83031	27294
83031	29785
83031	54575
83031	54577
83031	54579
83031	54600
83031	54658
83031	79799
83031	119391
83031	221357
83031	373156
83032	124
83032	125
83032	127
83032	128
83032	130
83032	131
83032	218
83032	220
83032	222
83032	316
83032	1544
83032	1548
83032	1557
83032	1558
83032	1559
83032	1565
83032	1571
83032	1576
83032	1577
83032	2326
83032	2327
83032	2328
83032	2329
83032	2330
83032	2938
83032	2939
83032	2940
83032	2941
83032	2944
83032	2947
83032	2949
83032	2950
83032	2953
83032	4128
83032	4129
83032	4257
83032	4258
83032	4259
83032	7363
83032	7364
83032	7365
83032	7366
83032	7367
83032	10720
83032	54575
83032	54577
83032	54579
83032	54600
83032	54658
83032	79799
83032	119391
83032	221357
83032	373156
83033	9
83033	10
83033	978
83033	1066
83033	1548
83033	1576
83033	1806
83033	1807
83033	3614
83033	3704
83033	7083
83033	7084
83033	7172
83033	7363
83033	7364
83033	7365
83033	7366
83033	7367
83033	7371
83033	7372
83033	7378
83033	7498
83033	8824
83033	8833
83033	10720
83033	51733
83033	54575
83033	54577
83033	54579
83033	54600
83033	54658
83033	54963
83033	79799
83033	83549
83033	151531
83034	30
83034	51
83034	3030
83034	3992
83034	6319
83034	8310
83034	9200
83034	9415
83034	9524
83034	10965
83034	11332
83034	51144
83034	54898
83034	55825
83034	79966
83034	122970
83034	201562
83035	19
83035	20
83035	21
83035	22
83035	24
83035	215
83035	225
83035	1080
83035	1244
83035	5243
83035	5244
83035	5825
83035	5826
83035	6833
83035	6890
83035	6891
83035	8647
83035	9429
83035	9619
83035	10057
83035	10058
83035	10257
83035	10347
83035	10350
83035	10351
83035	11194
83035	23456
83035	23457
83035	23460
83035	23461
83035	26154
83035	64137
83035	64240
83035	64241
83035	85320
83035	89845
83035	94160
83035	154664
83035	340273
83036	2197
83036	3921
83036	6122
83036	6123
83036	6125
83036	6128
83036	6129
83036	6141
83036	6150
83036	6156
83036	6157
83036	6159
83036	6165
83036	6175
83036	6181
83036	6182
83036	6187
83036	6202
83036	6227
83036	9045
83036	9801
83036	10573
83036	11222
83036	23521
83036	28998
83036	29074
83036	29088
83036	51021
83036	51023
83036	51069
83036	51081
83036	51116
83036	51187
83036	150590
83036	51264
83036	51318
83036	51373
83036	54460
83036	54948
83036	55052
83036	55168
83036	55173
83036	63875
83036	63931
83036	64928
83036	64960
83036	64963
83036	64965
83036	64968
83036	64969
83036	64979
83036	64981
83036	64983
83036	65003
83036	65005
83036	65008
83036	79590
83036	124995
83036	140801
83037	661
83037	5430
83037	5431
83037	5432
83037	5434
83037	5435
83037	5436
83037	5437
83037	5438
83037	5441
83037	9533
83037	10621
83037	10623
83037	25885
83037	30834
83037	55703
83037	55718
83037	84172
83037	84265
83037	171568
83038	902
83038	1022
83038	2068
83038	2071
83038	2958
83038	2959
83038	2960
83038	2961
83038	2962
83038	2965
83038	2966
83038	2967
83038	2968
83038	4331
83038	6872
83038	6873
83038	6874
83038	6875
83038	6877
83038	6878
83038	6879
83038	6880
83038	6881
